"10gram","Frequency","Total Tweets"
"高级公职人员犯罪调查","11","11"
"级公职人员犯罪调查处","11","11"
"韩国高级公职人员犯罪","9","9"
"国高级公职人员犯罪调","9","9"
"英伟达首席执行官黄仁","7","7"
"伟达首席执行官黄仁勋","7","7"
"中国人工智能公司深度","7","7"
"国人工智能公司深度求","7","7"
"人工智能公司深度求索","7","7"
"中国人工智能初创公司","7","7"
"北方民族大學華韻文化","6","6"
"方民族大學華韻文化雙","6","6"
"民族大學華韻文化雙語","6","6"
"族大學華韻文化雙語傳","6","6"
"中国人工智能企业深度","6","6"
"国人工智能企业深度求","6","6"
"人工智能企业深度求索","6","6"
"中国初创公司深度求索","6","6"
"中國外交部發言人毛寧","5","5"
"中國國家鐵路集團有限","4","4"
"國國家鐵路集團有限公","4","4"
"國家鐵路集團有限公司","4","4"
"衛星順利進入預定軌道","4","4"
"發射任務獲得圓滿成功","4","4"
"中國載人航天工程辦公","4","4"
"國載人航天工程辦公室","4","4"
"美国候任总统特朗普的","4","4"
"首席执行官周受资计划","4","4"
"席执行官周受资计划出","4","4"
"执行官周受资计划出席","4","4"
"全社会跨区域人员流动","4","3"
"大學華韻文化雙語傳播","4","4"
"學華韻文化雙語傳播社","4","4"
"中國外交部發言人郭嘉","4","4"
"國外交部發言人郭嘉昆","4","4"
"中国科技巨头阿里巴巴","4","4"
"涵盖了中华民族丰富多","4","4"
"盖了中华民族丰富多彩","4","4"
"了中华民族丰富多彩的","4","4"
"中华民族丰富多彩的非","4","4"
"华民族丰富多彩的非遗","4","4"
"民族丰富多彩的非遗实","4","4"
"族丰富多彩的非遗实践","4","4"
"项国家级非遗代表性项","4","4"
"国家级非遗代表性项目","4","4"
"家级非遗代表性项目中","4","4"
"有众多都与春节密不可","4","4"
"众多都与春节密不可分","4","4"
"中國商務部新聞發言人","3","3"
"美国总统特朗普签署行","3","3"
"国总统特朗普签署行政","3","3"
"衛星發射中心使用長征","3","3"
"停职的韩国总统尹锡悦","3","3"
"达首席执行官黄仁勋星","3","3"
"首席执行官黄仁勋星期","3","3"
"據中國載人航天工程辦","3","3"
"載人航天工程辦公室消","3","3"
"人航天工程辦公室消息","3","3"
"即将上任的特朗普政府","3","3"
"美国当选总统特朗普的","3","3"
"日在例行新闻发布会上","3","3"
"豫劇從黃河唱到多瑙河","3","3"
"西藏日喀则市定日县发","3","3"
"藏日喀则市定日县发生","3","3"
"美国人工智能巨头英伟","3","3"
"国人工智能巨头英伟达","3","3"
"美国太空探索科技公司","3","3"
"巴黎的聯合國教科文組","3","3"
"黎的聯合國教科文組織","3","3"
"的聯合國教科文組織總","3","3"
"聯合國教科文組織總部","3","3"
"申遺成功後的首個春節","3","3"
"国人工智能初创公司深","3","3"
"人工智能初创公司深度","3","3"
"工智能初创公司深度求","3","3"
"智能初创公司深度求索","3","3"
