"9gram","Frequency","Total Tweets"
"中國國家主席習近平","46","46"
"菲律宾总统小马可斯","37","37"
"中国国家主席习近平","31","31"
"美国当选总统特朗普","26","26"
"國國家主席習近平在","20","20"
"中共中央政治局委員","18","18"
"衛星順利進入預定軌","17","17"
"星順利進入預定軌道","17","17"
"中國外交部發言人毛","16","16"
"國外交部發言人毛寧","16","16"
"国民党总统候选人侯","15","15"
"民党总统候选人侯友","15","15"
"党总统候选人侯友宜","15","15"
"衛星發射中心使用長","14","14"
"國家主席習近平在北","14","14"
"家主席習近平在北京","14","14"
"主席習近平在北京人","13","13"
"席習近平在北京人民","13","13"
"習近平在北京人民大","13","13"
"近平在北京人民大會","13","13"
"平在北京人民大會堂","13","13"
"民众党总统候选人柯","13","13"
"众党总统候选人柯文","13","13"
"党总统候选人柯文哲","13","13"
"發射任務獲得圓滿成","12","12"
"射任務獲得圓滿成功","12","12"
"北方民族大學華韻文","11","11"
"方民族大學華韻文化","11","11"
"民族大學華韻文化雙","11","11"
"族大學華韻文化雙語","11","11"
"中國外交部發言人林","11","11"
"中國載人航天工程辦","11","10"
"國載人航天工程辦公","11","10"
"載人航天工程辦公室","11","10"
"星發射中心使用長征","11","11"
"内地奥运健儿代表团","11","11"
"中華典籍中的人權理","10","9"
"華典籍中的人權理念","10","9"
"大學華韻文化雙語傳","10","10"
"學華韻文化雙語傳播","10","10"
"華韻文化雙語傳播社","10","10"
"共和党总统候选人特","10","10"
"和党总统候选人特朗","10","10"
"党总统候选人特朗普","10","10"
"國外交部發言人林劍","10","10"
"大陆高校师生访问团","9","8"
"青海省海西蒙古族藏","9","9"
"海省海西蒙古族藏族","9","9"
"省海西蒙古族藏族自","9","9"
"海西蒙古族藏族自治","9","9"
"西蒙古族藏族自治州","9","9"
"神舟十八号载人飞船","9","9"
"最大在野党共同民主","9","9"
"大在野党共同民主党","9","9"
"中國常駐聯合國代表","8","7"
"據中國載人航天工程","8","8"
"律宾总统小马可斯说","8","8"
"在酒泉衛星發射中心","8","8"
"神舟十八號航天員乘","8","6"
"舟十八號航天員乘組","8","6"
"美国候任总统特朗普","8","8"
"美国歌坛天后泰勒丝","8","8"
"纳斯达克综合指数上","8","8"
"斯达克综合指数上涨","8","8"
"人类非物质文化遗产","8","8"
"亞洲發往美國的海上","7","5"
"國常駐聯合國代表傅","7","7"
"常駐聯合國代表傅聰","7","7"
"國家級非物質文化遺","7","7"
"家級非物質文化遺產","7","7"
"美国共和党总统候选","7","7"
"国共和党总统候选人","7","7"
"廣西三江侗族自治縣","7","7"
"貴州省黔東南苗族侗","7","7"
"州省黔東南苗族侗族","7","7"
"省黔東南苗族侗族自","7","7"
"黔東南苗族侗族自治","7","7"
"東南苗族侗族自治州","7","7"
"卫星顺利进入预定轨","7","7"
"星顺利进入预定轨道","7","7"
"新疆巴音郭楞蒙古自","7","7"
"疆巴音郭楞蒙古自治","7","7"
"巴音郭楞蒙古自治州","7","7"
"太原衛星發射中心使","7","7"
"原衛星發射中心使用","7","7"
"中國在太原衛星發射","7","7"
"國在太原衛星發射中","7","7"
"在太原衛星發射中心","7","7"
"外交部長王毅在紐約","7","7"
"俄罗斯外交部发言人","7","7"
"罗斯外交部发言人扎","7","7"
"斯外交部发言人扎哈","7","7"
"外交部发言人扎哈罗","7","7"
"交部发言人扎哈罗娃","7","7"
"伯克希尔哈撒韦公司","7","7"
"中國大熊貓保護研究","7","7"
"國大熊貓保護研究中","7","7"
"大熊貓保護研究中心","7","7"
"韩国最大在野党共同","7","7"
"国最大在野党共同民","7","7"
"在北京人民大會堂同","7","7"
"北京人民大會堂同來","7","7"
"京人民大會堂同來華","7","7"
"中国电动汽车制造商","7","7"
"合作論壇第十屆部長","7","7"
