"7gram","Frequency","Total Tweets"
"俄罗斯总统普京","57","57"
"国家主席习近平","39","39"
"俄罗斯入侵乌克","38","38"
"罗斯入侵乌克兰","38","38"
"中国国家主席习","36","36"
"国国家主席习近","36","36"
"据知情人士透露","36","35"
"伯克希尔哈撒韦","27","24"
"电动汽车制造商","26","26"
"加密货币交易所","24","24"
"美联储主席鲍威","23","23"
"联储主席鲍威尔","23","23"
"美国众议院议长","23","23"
"以来的最高水平","21","21"
"国众议院议长佩","20","20"
"众议院议长佩洛","20","20"
"议院议长佩洛西","20","20"
"菲律宾总统小马","19","19"
"律宾总统小马可","19","19"
"宾总统小马可斯","19","19"
"公布的数据显示","18","18"
"国际货币基金组","17","17"
"际货币基金组织","17","17"
"美国前总统特朗","16","16"
"国前总统特朗普","16","16"
"以来的最低水平","16","16"
"日本首相岸田文","15","15"
"本首相岸田文雄","15","15"
"美国疾病控制与","14","14"
"国疾病控制与预","14","14"
"疾病控制与预防","14","14"
"病控制与预防中","14","14"
"控制与预防中心","14","14"
"在卡塔尔世界杯","14","13"
"纳斯达克综合指","14","14"
"中国国家统计局","14","14"
"俄罗斯天然气工","14","14"
"罗斯天然气工业","14","14"
"海上集装箱运输","13","10"
"在本地时间星期","13","13"
"俄罗斯和乌克兰","13","13"
"公司首席执行官","13","13"
"日元兑美元汇率","13","11"
"斯达克综合指数","13","13"
"俄罗斯外交部长","12","12"
"罗斯外交部长拉","12","12"
"斯外交部长拉夫","12","12"
"外交部长拉夫罗","12","12"
"交部长拉夫罗夫","12","12"
"上集装箱运输量","12","9"
"半导体制造设备","12","12"
"华特迪士尼公司","12","12"
"俄罗斯进攻乌克","12","12"
"美国国债收益率","12","9"
"奥密克戎变异株","11","10"
"这家社交媒体公","11","11"
"家社交媒体公司","11","11"
"国电动汽车制造","11","11"
"罗斯进攻乌克兰","11","11"
"香港上市的股票","11","11"
"美国联邦储备局","11","11"
"美国证券交易委","11","11"
"国证券交易委员","11","11"
"证券交易委员会","11","11"
"冠病疫苗追加剂","11","11"
"比上年同期增长","10","10"
"中共总书记习近","10","10"
"共总书记习近平","10","10"
"母公司字节跳动","10","10"
"中国电动汽车制","10","10"
"在香港上市的股","10","10"
"福岛第一核电站","10","10"
"美国国务卿布林","10","10"
"国国务卿布林肯","10","10"
"中央流行疫情指","10","10"
"央流行疫情指挥","10","10"
"流行疫情指挥中","10","10"
"行疫情指挥中心","10","10"
"前首相安倍晋三","10","10"
"美国加利福尼亚","9","9"
"年来的最高水平","9","9"
"马来西亚云顶半","9","9"
"来西亚云顶半山","9","9"
"动态清零防疫政","9","9"
"态清零防疫政策","9","9"
"土耳其总统埃尔","9","9"
"耳其总统埃尔多","9","9"
"其总统埃尔多安","9","9"
"的卡塔尔世界杯","9","9"
"联合国秘书长古","9","9"
"合国秘书长古特","9","9"
"国秘书长古特雷","9","9"
"秘书长古特雷斯","9","9"
"全球最大的芯片","9","8"
"克希尔哈撒韦公","9","9"
"希尔哈撒韦公司","9","9"
"天然气工业股份","9","9"
"美国食品与药物","9","9"
"国食品与药物管","9","9"
"食品与药物管理","9","9"
"品与药物管理局","9","9"
"太平洋岛国汤加","9","9"
"完成冠病疫苗接","8","8"
"成冠病疫苗接种","8","8"
"美国亚利桑那州","8","8"
"台湾总统蔡英文","8","8"
"日本半导体设备","8","6"
"斯入侵乌克兰以","8","8"
"国际原子能机构","8","8"
"纯电动汽车电池","8","6"
"日本前首相安倍","8","8"
"然气工业股份公","8","8"
"气工业股份公司","8","8"
"乌克兰总统泽连","8","8"
"克兰总统泽连斯","8","8"
"兰总统泽连斯基","8","8"
"法国总统马克龙","8","8"
"主席鲍威尔表示","8","8"
"斯天然气工业股","8","8"
"台湾中央流行疫","8","8"
"湾中央流行疫情","8","8"
"国加利福尼亚州","8","8"
"起冠病确诊病例","8","8"
"增冠病确诊病例","8","8"
"菲律宾总统杜特","8","8"
"奥密克戎变种毒","8","8"
"密克戎变种毒株","8","8"
"名知情人士透露","7","7"
"罗斯总统普京说","7","7"
"自冠病疫情暴发","7","7"
"冠病疫情暴发以","7","7"
"病疫情暴发以来","7","7"
"检测结果呈阳性","7","7"
"的加密货币交易","7","7"
"台积电创办人张","7","7"
"积电创办人张忠","7","7"
"电创办人张忠谋","7","7"
"入侵乌克兰以来","7","7"
"中国房地产市场","7","7"
"的伯克希尔哈撒","7","7"
"智能手机制造商","7","7"
"面向纯电动汽车","7","7"
"俄罗斯在乌克兰","7","7"
"消费者价格指数","7","7"
