"8gram","Frequency","Total Tweets"
"俄罗斯入侵乌克兰","38","38"
"中国国家主席习近","36","36"
"国国家主席习近平","36","36"
"美联储主席鲍威尔","23","23"
"美国众议院议长佩","20","20"
"国众议院议长佩洛","20","20"
"众议院议长佩洛西","20","20"
"菲律宾总统小马可","19","19"
"律宾总统小马可斯","19","19"
"国际货币基金组织","17","17"
"美国前总统特朗普","16","16"
"日本首相岸田文雄","15","15"
"美国疾病控制与预","14","14"
"国疾病控制与预防","14","14"
"疾病控制与预防中","14","14"
"病控制与预防中心","14","14"
"俄罗斯天然气工业","14","14"
"纳斯达克综合指数","13","13"
"俄罗斯外交部长拉","12","12"
"罗斯外交部长拉夫","12","12"
"斯外交部长拉夫罗","12","12"
"外交部长拉夫罗夫","12","12"
"海上集装箱运输量","12","9"
"这家社交媒体公司","11","11"
"国电动汽车制造商","11","11"
"俄罗斯进攻乌克兰","11","11"
"美国证券交易委员","11","11"
"国证券交易委员会","11","11"
"中共总书记习近平","10","10"
"中国电动汽车制造","10","10"
"在香港上市的股票","10","10"
"美国国务卿布林肯","10","10"
"中央流行疫情指挥","10","10"
"央流行疫情指挥中","10","10"
"流行疫情指挥中心","10","10"
"马来西亚云顶半山","9","9"
"动态清零防疫政策","9","9"
"土耳其总统埃尔多","9","9"
"耳其总统埃尔多安","9","9"
"联合国秘书长古特","9","9"
"合国秘书长古特雷","9","9"
"国秘书长古特雷斯","9","9"
"伯克希尔哈撒韦公","9","9"
"克希尔哈撒韦公司","9","9"
"美国食品与药物管","9","9"
"国食品与药物管理","9","9"
"食品与药物管理局","9","9"
"完成冠病疫苗接种","8","8"
"罗斯入侵乌克兰以","8","8"
"天然气工业股份公","8","8"
"然气工业股份公司","8","8"
"乌克兰总统泽连斯","8","8"
"克兰总统泽连斯基","8","8"
"罗斯天然气工业股","8","8"
"斯天然气工业股份","8","8"
"台湾中央流行疫情","8","8"
"湾中央流行疫情指","8","8"
"美国加利福尼亚州","8","8"
"奥密克戎变种毒株","8","8"
"俄罗斯总统普京说","7","7"
"冠病疫情暴发以来","7","7"
"的加密货币交易所","7","7"
"台积电创办人张忠","7","7"
"积电创办人张忠谋","7","7"
"斯入侵乌克兰以来","7","7"
"的伯克希尔哈撒韦","7","7"
"联储主席鲍威尔表","7","7"
"储主席鲍威尔表示","7","7"
"领导人戈尔巴乔夫","7","7"
"期美国国债收益率","7","5"
"对俄罗斯入侵乌克","7","7"
"日本前首相安倍晋","7","7"
"本前首相安倍晋三","7","7"
"新增冠病确诊病例","7","7"
"美国财政部长耶伦","7","7"
"奥密克戎变异毒株","7","6"
"变种毒株奥密克戎","7","7"
"南太平洋岛国汤加","7","7"
"国家主席习近平在","6","6"
"一名知情人士透露","6","6"
"中国外交部发言人","6","6"
"中国领导人习近平","6","6"
"全球第二大经济体","6","6"
"美国海上集装箱运","6","6"
"国海上集装箱运输","6","6"
"发往美国的海上集","6","6"
"往美国的海上集装","6","6"
"美国的海上集装箱","6","6"
"国的海上集装箱运","6","6"
"的海上集装箱运输","6","6"
"首席执行官马斯克","6","6"
"台湾冠病疫情持续","6","6"
"新加坡金融管理局","6","6"
"以科技股为主的纳","6","6"
"全球最大的芯片代","6","6"
"球最大的芯片代工","6","6"
"国内贸易及消费人","6","6"
"内贸易及消费人事","6","6"
"贸易及消费人事务","6","6"
"易及消费人事务部","6","6"
"月以来的最低水平","6","6"
"印度尼西亚总统佐","6","6"
"度尼西亚总统佐科","6","6"
"议院议长佩洛西访","6","6"
"首相依斯迈沙比里","6","6"
"菲律宾总统杜特尔","6","6"
"律宾总统杜特尔特","6","6"
"美国最高法院推翻","6","6"
"冠病变种毒株奥密","6","6"
"病变种毒株奥密克","6","6"
"和中国国家主席习","5","5"
"与俄罗斯总统普京","5","5"
"这个全球第二大经","5","5"
"个全球第二大经济","5","5"
"自冠病疫情暴发以","5","5"
"月以来的最高水平","5","5"
"卡塔尔世界杯决赛","5","5"
"美国联邦贸易委员","5","5"
"国联邦贸易委员会","5","5"
"亚洲发往美国海上","5","5"
"洲发往美国海上集","5","5"
"发往美国海上集装","5","5"
"往美国海上集装箱","5","5"
"亚洲发往美国的海","5","5"
"洲发往美国的海上","5","5"
"来西亚云顶半山土","5","5"
"西亚云顶半山土崩","5","5"
"朝鲜领导人金正恩","5","5"
"中央纪委国家监委","5","4"
"台湾积体电路制造","5","5"
"行的卡塔尔世界杯","5","5"
"韩国国际广播电台","5","5"
"国国际广播电台报","5","5"
"国际广播电台报道","5","5"
"卡塔尔世界杯小组","5","5"
"塔尔世界杯小组赛","5","5"
"严格的动态清零政","5","5"
"格的动态清零政策","5","5"
"美国联邦通信委员","5","5"
"国联邦通信委员会","5","5"
"科技股为主的纳斯","5","5"
"技股为主的纳斯达","5","5"
"股为主的纳斯达克","5","5"
"刷新历史最高纪录","5","5"
"二十次全国代表大","5","5"
"十次全国代表大会","5","5"
"在乌克兰战争爆发","5","5"
"东京奥组委前理事","5","3"
"卫星发射中心使用","5","5"
"卫星顺利进入预定","5","5"
"星顺利进入预定轨","5","5"
"顺利进入预定轨道","5","5"
"罗斯入侵乌克兰之","5","5"
"发往美国的集装箱","5","5"
"俄罗斯总统普京警","5","5"
"罗斯总统普京警告","5","5"
"电动汽车制造商的","5","5"
"搜查前总统特朗普","5","5"
"中国市场监管总局","5","5"
"人因冠病并发症逝","5","5"
